TIPO DE PROCESO,CIUDAD,REGION,PRESENTACIÓN DEMANDA,AÑO DEMANDA,RED,TIPO RELACIÓN,PRETENSIÓN,CLASE (posibilidad de pérdida),ESTADO ACTUAL,APODERADO BANCO
Ordinario,bogota,bogotá,2005-03-02,2005.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,bogota,bogotá,2010-08-31,2010.0,Otros,Otros,otros,otros,pendiente,josé roberto herrera vergara
Especial,santa marta,caribe,2005-06-21,2005.0,Bic,Empleado,fuero sindical,otros,pendiente,carlos valega puello
Ordinario,santa marta,caribe,2002-11-01,2002.0,Bic,Jubilado,indemnización,otros,pendiente,carlos valega puello
Ordinario,valledupar,caribe,2006-04-18,2006.0,Bic,Jubilado,indemnización,otros,pendiente,carlos valega puello
Ordinario,barranquilla,caribe,2007-11-23,2007.0,Banco de colombia,Jubilado,jubilacion,otros,otros,carlos valega puello
Ordinario,puerto boyaca,centro,2011-03-30,2011.0,Banco de colombia,Jubilado,jubilacion,otros,otros,eduardo barragán nocua
Ordinario,sevilla,sur,2005-07-01,2005.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,luis fernando rojas arango 
Ordinario,yopal,centro,2008-06-01,2008.0,Bancolombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,cali,sur,2008-02-21,2007.0,Banco de colombia,Jubilado,otros,otros,pendiente,luis fernando rojas arango 
Ordinario,bogota,bogotá,2008-12-01,2008.0,Conavi,Jubilado,otros,otros,otros,josé roberto herrera vergara
Ordinario,cali,sur,2012-07-17,2012.0,Bic,Jubilado,reintegro,otros,contestada,luis fernando rojas arango 
Ordinario,cartagena,caribe,2007-10-25,2007.0,Conavi,Jubilado,indemnización,otros,otros,carlos valega puello
Ordinario,bogota,bogotá,2011-04-25,2011.0,Bancolombia,Jubilado,indemnización,otros,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2006-01-12,2006.0,Conavi,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,cali,sur,2011-01-02,2011.0,Banco de colombia,Empleado,otros,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,cartagena,caribe,2009-10-23,2009.0,Banco de colombia,Jubilado,otros,otros,otros,vicente gutiérrez de piñeres
Ordinario,ibague,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,otros,otros,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2003-08-01,2003.0,Banco de colombia,Jubilado,otros,otros,pendiente,charria & camacho abogados asociados limitada <chacalop@cable.net.co>
Ordinario,barranquilla,caribe,2007-04-09,2007.0,Banco de colombia,Empleado,otros,otros,otros,carlos valega puello
Ordinario,cali,sur,2012-03-27,2012.0,Banco de colombia,Jubilado,otros,otros,otros,luis fernando rojas arango 
Ordinario,medellin,antioquia,2008-07-31,2008.0,Bic,Jubilado,otros,otros,fallo 2a instancia,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2007-01-01,2007.0,Bancolombia,Jubilado,reintegro,otros,contestada,josé roberto herrera vergara
Especial,ibague,centro,2013-04-29,2013.0,Banco de colombia,Empleado,fuero sindical,otros,fallo 2a instancia,rosa helena lozano (jrh)
Ordinario,cartagena,caribe,2009-07-21,2009.0,Bic,Jubilado,otros,otros,otros,vicente gutiérrez de piñeres
Ordinario,cartagena,caribe,2008-02-17,2008.0,Banco de colombia,Jubilado,otros,otros,otros,vicente gutiérrez de piñeres
Ordinario,tunja,centro,2010-05-04,2010.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,josé roberto herrera vergara
Ordinario,armenia,sur,2011-02-18,2011.0,Banco de colombia,Jubilado,otros,otros,otros,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,bogota,bogotá,2012-06-05,2012.0,Banco de colombia,Jubilado,indemnización,otros,contestada,juan pablo lópez moreno
Ordinario,bogota,bogotá,2012-05-15,2012.0,Banco de colombia,Jubilado,otros,otros,liquidación,juan pablo lópez moreno
Ordinario,medellin,antioquia,2007-09-01,2007.0,Bic,Jubilado,otros,otros,primera instancia,humberto jairo jaramillo v.
Ordinario,purificación,centro,2011-08-01,2011.0,Banco de colombia,Jubilado,otros,otros,otros,rosa helena lozano (jrh)
Ordinario,medellin,antioquia,2011-12-01,2011.0,Conavi,Jubilado,otros,otros,otros,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2010-05-24,2010.0,Conavi,Jubilado,indemnización,otros,terminado,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2012-09-07,2012.0,Bancolombia,Jubilado,indemnización,otros,contestada,juan pablo lópez moreno
Ordinario,yopal,centro,2008-06-01,2008.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Ordinario,bucaramanga,centro,2011-01-13,2001.0,Conavi,Jubilado,indemnización,otros,otros,reynaldo amaya mantilla
Ordinario,barranquilla,caribe,2009-04-23,2009.0,Banco de colombia,Empleado,otros,otros,otros,carlos valega puello
Ordinario,barranquilla,caribe,2009-10-21,2009.0,Banco de colombia,Jubilado,jubilacion,otros,pendiente,beatriz vélez vengoechea
Ordinario,magangue,caribe,2010-02-04,2010.0,Banco de colombia,Jubilado,reintegro,otros,otros,carlos valega puello
Ordinario,cartagena,caribe,2011-08-03,2011.0,Bancolombia,Jubilado,salario,otros,otros,vicente gutiérrez de piñeres
Ordinario,medellin,antioquia,2013-05-17,2013.0,Conavi,Jubilado,reintegro,otros,contestada,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2012-03-26,2012.0,Bic,Jubilado,reintegro,otros,contestada,juan felipe molina alvarez
Ordinario,bogota,bogotá,2010-06-25,2010.0,Bancolombia,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Especial,bogota,bogotá,2013-04-01,2013.0,Bancolombia,Empleado,fuero sindical,otros,otros,josé roberto herrera vergara
Ordinario,ibague,centro,2010-09-23,2010.0,Banco de colombia,Jubilado,otros,otros,pendiente,rosa helena lozano (jrh)
Ordinario,valledupar,caribe,2011-11-30,2011.0,Bancolombia,Jubilado,indemnización,otros,pendiente,carlos valega puello
Ordinario,cali,sur,2010-03-24,2010.0,Conavi,Jubilado,indemnización,otros,favorable,luis fernando rojas arango 
Ordinario,ibague,centro,2012-11-13,2012.0,Banco de colombia,Empleado,otros,otros,otros,rosa helena lozano (jrh)
Ordinario,cienaga,caribe,2011-08-25,2011.0,Bancolombia,Jubilado,reintegro,otros,liquidación,carlos valega puello
Ordinario,neiva,centro,2011-09-14,2011.0,Bancolombia,Jubilado,indemnización,eventual,otros,jorge fernando perdomo polanía
Ordinario,cartagena,caribe,2010-10-14,2010.0,Banco de colombia,Empleado,otros,eventual,otros,carlos valega puello
Ordinario,cali,sur,2012-05-03,2012.0,Conavi,Jubilado,indemnización,eventual,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,medellin,antioquia,2013-07-23,2013.0,Bancolombia,Jubilado,indemnización,otros,terminado,maría isabel cardona montoya
Ordinario,medellin,antioquia,2013-06-11,2013.0,Bancolombia,Jubilado,reintegro,eventual,contestada,maría isabel cardona montoya
Ordinario,bogota,bogotá,2004-08-01,2004.0,Bic,Jubilado,indemnización,otros,otros,josé roberto herrera vergara
Especial,cucuta,centro,2013-07-10,2013.0,Banco de colombia,Empleado,fuero sindical,otros,favorable,oscar vergel canal
Especial,cucuta,centro,2013-02-28,2013.0,Banco de colombia,Empleado,fuero sindical,eventual,favorable,oscar vergel canal
Ordinario,barranquilla,caribe,2000-05-01,2000.0,Banco de colombia,Jubilado,reintegro,otros,pendiente,beatriz vélez vengoechea
Ordinario,sincelejo,caribe,2011-10-12,2011.0,Bancolombia,Jubilado,salario,otros,favorable,manuel pérez díaz
Ordinario,monteria,caribe,2013-07-17,2013.0,Bancolombia,Jubilado,indemnización,otros,otros,jaime antonio caballero garcia
Ordinario,bogota,bogotá,2007-07-23,2007.0,Banco de colombia,Jubilado,otros,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2010-09-10,2010.0,Bancolombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,bucaramanga,centro,2011-06-09,2011.0,Banco de colombia,Jubilado,otros,eventual,contestada,reynaldo amaya mantilla
Ordinario,melgar,centro,2011-07-26,2011.0,Banco de colombia,Jubilado,otros,eventual,pendiente,eduardo barragán nocua
Ordinario,bogota,bogotá,2012-04-25,2012.0,Conavi,Jubilado,indemnización,eventual,otros,juan pablo lópez moreno
Ordinario,bogota,bogotá,2012-07-18,2012.0,Bic,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-04-01,2009.0,Conavi,Jubilado,reintegro,otros,pendiente,josé roberto herrera vergara
Ordinario,armenia,sur,2010-09-17,2010.0,Banco de colombia,Jubilado,jubilacion,eventual,pendiente,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,armenia,sur,2011-08-30,2011.0,Banco de colombia,Jubilado,jubilacion,otros,otros,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,fresno,centro,2012-07-03,2012.0,Banco de colombia,Jubilado,otros,otros,pendiente,rosa helena lozano (jrh)
Ordinario,medellin,antioquia,2010-12-15,2010.0,Otros,Otros,indemnización,eventual,contestada,juan felipe molina alvarez
Ordinario,medellin,antioquia,2010-10-20,2010.0,Conavi,Jubilado,indemnización,otros,contestada,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2012-08-15,2012.0,Bic,Jubilado,indemnización,eventual,contestada,juan pablo lópez moreno
Ordinario,cali,sur,2011-09-19,2011.0,Banco de colombia,Jubilado,indemnización,otros,pendiente,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2011-12-01,2011.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,monteria,caribe,2010-08-04,2010.0,Banco de colombia,Jubilado,jubilacion,eventual,otros,jaime antonio caballero garcia
Ordinario,medellin,antioquia,2014-08-04,2014.0,Otros,Otros,reintegro,eventual,otros,juan felipe molina alvarez
Ordinario,manizales,sur,2012-09-13,2012.0,Banco de colombia,Jubilado,indemnización,eventual,favorable,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,medellin,antioquia,2011-11-02,2011.0,Conavi,Empleado,otros,eventual,terminado,juan felipe molina alvarez
Ordinario,medellin,antioquia,2010-04-07,2010.0,Bancolombia,Jubilado,indemnización,eventual,otros,juan felipe molina alvarez
Ordinario,medellin,antioquia,2014-04-10,2014.0,Bancolombia,Jubilado,indemnización,otros,terminado,juan felipe molina alvarez
Ordinario,ibague,centro,2011-12-07,2011.0,Banco de colombia,Jubilado,jubilacion,eventual,otros,rosa helena lozano (jrh)
Ordinario,cali,sur,2013-08-28,2013.0,Banco de colombia,Jubilado,otros,eventual,liquidación,luis fernando rojas arango 
Ordinario,bucaramanga,centro,2008-08-19,2008.0,Bancolombia,Jubilado,reintegro,eventual,otros,reynaldo amaya mantilla
Ordinario,pereira,sur,2012-11-19,2012.0,Banco de colombia,Jubilado,otros,eventual,pendiente,maría clara buitrago arango (josé roberto herrera v.)
Especial,florencia,centro,2011-06-17,2011.0,Banco de colombia,Empleado,fuero sindical,otros,pendiente,nelson calderon molina
Especial,bogota,bogotá,2014-06-06,2014.0,Banco de colombia,Empleado,fuero sindical,eventual,terminado,josé roberto herrera vergara
Ordinario,monteria,caribe,2006-05-04,2006.0,Banco de colombia,Otros,otros,eventual,otros,jaime antonio caballero garcia
Ordinario,monteria,caribe,2007-11-10,2007.0,Banco de colombia,Jubilado,otros,eventual,pendiente,jaime antonio caballero garcia
Ordinario,bogota,bogotá,2011-10-05,2011.0,Banco de colombia,Jubilado,otros,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2013-09-23,2013.0,Conavi,Jubilado,indemnización,eventual,contestada,juan pablo lópez moreno
Ordinario,bogota,bogotá,2010-11-19,2010.0,Conavi,Jubilado,indemnización,eventual,pendiente,josé roberto herrera vergara
Ordinario,bogota,bogotá,2012-09-21,2012.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2010-07-13,2010.0,Banco de colombia,Jubilado,otros,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2013-03-21,2013.0,Conavi,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2013-12-18,2013.0,Bancolombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,bogota,bogotá,2013-10-09,2013.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,juan pablo lópez moreno
Ordinario,bogota,bogotá,2013-08-08,2013.0,Bancolombia,Jubilado,otros,eventual,otros,juan pablo lópez moreno
Especial,san gil,centro,2014-10-28,2014.0,Banco de colombia,Empleado,fuero sindical,eventual,otros,reynaldo amaya mantilla
Ordinario,zipaquira,bogotá,2013-07-04,2013.0,Banco de colombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2013-02-26,2013.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,juan pablo lópez moreno
Ordinario,bogota,bogotá,2012-10-03,2012.0,Conavi,Jubilado,indemnización,eventual,contestada,juan pablo lópez moreno
Ordinario,honda,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,indemnización,eventual,contestada,john jairo pinzón
Ordinario,medellin,antioquia,2013-12-09,2013.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,medellin,antioquia,2010-01-22,2010.0,Conavi,Jubilado,indemnización,eventual,pendiente,juan felipe molina alvarez
Especial,medellin,antioquia,2014-10-07,2014.0,Conavi,Empleado,otros,eventual,otros,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2013-10-15,2013.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,juan pablo lópez moreno
Ordinario,yopal,centro,2015-04-16,2015.0,Bancolombia,Empleado,otros,eventual,otros,andrés felipe fetiva ríos
Ordinario,medellin,antioquia,2010-03-16,2010.0,Conavi,Jubilado,indemnización,eventual,otros,juan felipe molina alvarez
Ordinario,apartadó,antioquia,2011-06-08,2011.0,Banco de colombia,Jubilado,otros,eventual,pendiente,humberto jairo jaramillo v.
Ordinario,medellin,antioquia,2015-01-15,2015.0,Bancolombia,Jubilado,reintegro,eventual,terminado,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2013-01-31,2013.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2013-09-18,2013.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Ordinario,monteria,caribe,2009-07-16,2009.0,Banco de colombia,Jubilado,otros,eventual,otros,josé roberto herrera
Ordinario,barranquilla,caribe,2001-04-20,2001.0,Banco de colombia,Jubilado,reintegro,eventual,segunda instancia,beatriz vélez vengoechea
Ordinario,cali,sur,2012-06-12,2012.0,Bancolombia,Jubilado,indemnización,eventual,otros,luis fernando rojas arango 
Ordinario,medellin,antioquia,2010-05-21,2010.0,Bic,Jubilado,indemnización,eventual,otros,humberto jairo jaramillo v.
Especial,tumaco,sur,2015-01-16,2015.0,Banco de colombia,Empleado,otros,eventual,otros,julio javier leyton portilla
Ordinario,bello,antioquia,2010-11-02,2010.0,Conavi,Jubilado,indemnización,otros,otros,juan felipe molina alvarez
Ordinario,pasto,sur,2013-04-10,2013.0,Bancolombia,Jubilado,indemnización,otros,contestada,julio javier leyton portilla
Ordinario,quibdó,antioquia,2014-08-22,2014.0,Bancolombia,Jubilado,reintegro,eventual,contestada,juan felipe molina alvarez
Ordinario,bogota,bogotá,2013-09-23,2013.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Ordinario,villavicencio,centro,2012-09-04,2012.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,clara lasso de ramírez 
Ordinario,villavicencio,centro,2013-01-28,2013.0,Bic,Jubilado,reintegro,eventual,contestada,clara lasso de ramírez 
Ordinario,barranquilla,caribe,2011-10-31,2011.0,Bancolombia,Jubilado,indemnización,eventual,contestada,carlos valega puello
Ordinario,medellin,antioquia,2013-10-09,2013.0,Bancolombia,Jubilado,reintegro,otros,contestada,maría isabel cardona montoya
Especial,bogota,bogotá,2014-04-09,2014.0,Bancolombia,Empleado,fuero sindical,eventual,liquidación,josé roberto herrera vergara
Ordinario,barranquilla,caribe,2013-05-08,2013.0,Bancolombia,Jubilado,reintegro,eventual,otros,carlos valega puello
Ordinario,bogota,bogotá,2013-02-26,2013.0,Bancolombia,Jubilado,indemnización,eventual,contestada,juan pablo lópez moreno
Ordinario,bogota,bogotá,2012-12-13,2012.0,Bancolombia,Jubilado,indemnización,eventual,otros,juan pablo lópez moreno
Especial,ocaña,centro,2014-02-18,2014.0,Banco de colombia,Empleado,fuero sindical,eventual,terminado,ruth criado de vera
Ordinario,el guamo,centro,2007-01-01,2007.0,Banco de colombia,Jubilado,reintegro,eventual,pendiente,antonio núñez ortiz
Ordinario,el guamo,centro,2007-01-01,2007.0,Bancolombia,Jubilado,reintegro,eventual,otros,antonio núñez ortiz
Ordinario,bogota,bogotá,2013-09-04,2013.0,Bancolombia,Jubilado,indemnización,otros,liquidación,juan pablo lópez moreno
Ordinario,bogota,bogotá,2013-09-06,2013.0,Banco de colombia,Jubilado,indemnización,otros,favorable,josé roberto herrera vergara
Ordinario,bogota,bogotá,2010-12-16,2010.0,Bancolombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
Ordinario,barranquilla,caribe,2014-02-28,2014.0,Bancolombia,Jubilado,indemnización,otros,contestada,carlos valega puello
Ordinario,medellin,antioquia,2015-03-26,2015.0,Bancolombia,Jubilado,indemnización,eventual,terminado,maría isabel cardona montoya
Ordinario,medellin,antioquia,2012-12-04,2012.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,purificación,centro,2013-04-19,2013.0,Banco de colombia,Empleado,otros,otros,contestada,raúl humberto monroy gallego
Ordinario,medellin,antioquia,2013-07-19,2013.0,Banco de colombia,Jubilado,otros,eventual,contestada,juan felipe molina alvarez
Ordinario,barranquilla,caribe,2013-08-05,2013.0,Bancolombia,Jubilado,indemnización,eventual,contestada,carlos valega puello
Ordinario,bucaramanga,centro,2009-10-09,2009.0,Banco de colombia,Jubilado,indemnización,otros,otros,reynaldo amaya mantilla
Ordinario,bogota,bogotá,2013-10-08,2013.0,Banco de colombia,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,cartagena,caribe,2009-11-10,2009.0,Banco de colombia,Jubilado,jubilacion,eventual,otros,vicente gutiérrez de piñeres
Ordinario,cartagena,caribe,2012-07-13,2012.0,Banco de colombia,Jubilado,otros,eventual,pendiente,vicente gutiérrez de piñeres
Ordinario,tunja,centro,2014-05-12,2014.0,Banco de colombia,Jubilado,otros,otros,liquidación,eduardo barragán nocua
Especial,sogamoso,centro,2015-07-31,2015.0,Bancolombia,Empleado,fuero sindical,eventual,otros,juan pablo lópez moreno
Ordinario,bogota,bogotá,2014-03-07,2014.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2014-07-03,2014.0,Banco de colombia,Jubilado,otros,otros,contestada,juan pablo lópez moreno
Ordinario,medellin,antioquia,2015-03-10,2015.0,Bic,Jubilado,otros,eventual,terminado,humberto jairo jaramillo v.
Ordinario,cartagena,caribe,2013-08-30,2013.0,Bancolombia,Jubilado,indemnización,otros,otros,vicente gutiérrez de piñeres
Ordinario,tunja,centro,2014-05-19,2014.0,Bancolombia,Jubilado,indemnización,otros,contestada,eduardo barragán nocua
Ordinario,bogota,bogotá,2013-08-15,2013.0,Bancolombia,Jubilado,indemnización,eventual,contestada,josé roberto herrera vergara
Ordinario,cali,sur,2002-11-21,2002.0,Banco de colombia,Otros,otros,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,ibague,centro,2013-09-02,2013.0,Banco de colombia,Jubilado,otros,otros,liquidación,raúl humberto monroy gallego
Ordinario,bogota,bogotá,2011-03-22,2011.0,Bic,Jubilado,otros,otros,contestada,josé roberto herrera vergara
Ordinario,bogota,bogotá,2009-05-18,2009.0,Banco de colombia,Jubilado,jubilacion,otros,otros,josé roberto herrera vergara
Ordinario,medellin,antioquia,2015-11-03,2015.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,medellin,antioquia,2010-11-29,2010.0,Banco de colombia,Jubilado,indemnización,eventual,contestada,juan felipe molina alvarez
Ordinario,medellin,antioquia,2009-01-27,2009.0,Otros,Otros,salario,eventual,contestada,juan felipe molina alvarez
Unico,medellin,antioquia,2014-10-07,2014.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,medellin,antioquia,2013-07-09,2013.0,Conavi,Empleado,otros,eventual,contestada,humberto jairo jaramillo v.
Ordinario,santa marta,caribe,2011-09-07,2011.0,Banco de colombia,Jubilado,otros,otros,pendiente,carlos valega puello
Ordinario,pereira,sur,2012-08-27,2012.0,Banco de colombia,Jubilado,otros,otros,contestada,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,bogota,bogotá,2013-11-15,2013.0,Banco de colombia,Jubilado,otros,otros,contestada,juan pablo lópez moreno
Ordinario,bogota,bogotá,2001-11-01,2001.0,Bic,Jubilado,indemnización,eventual,pendiente,josé roberto herrera vergara
Ordinario,pitalito,centro,2011-06-20,2011.0,Bancolombia,Jubilado,indemnización,otros,pendiente,jorge fernando perdomo polanía
Ordinario,bogota,bogotá,2012-09-11,2013.0,Banco de colombia,Jubilado,otros,otros,pendiente,juan pablo lópez moreno
Especial,aguachica,centro,2015-04-14,2015.0,Bancolombia,Empleado,fuero sindical,otros,pendiente,reynaldo amaya mantilla
Ordinario,armenia,centro,2015-07-09,2015.0,Bancolombia,Jubilado,indemnización,otros,contestada,josé roberto herrera vergara
Ordinario,san gil,centro,2014-04-22,2013.0,Banco de colombia,Jubilado,otros,eventual,contestada,reynaldo amaya mantilla
Ordinario,pasto,sur,2015-02-27,2015.0,Bancolombia,Jubilado,otros,eventual,contestada,julio javier leyton portilla
Ordinario,medellin,antioquia,2015-11-26,2015.0,Bancolombia,Jubilado,indemnización,eventual,contestada,humberto jairo jaramillo v.
Ordinario,bogota,bogotá,2005-08-06,2005.0,Banco de colombia,Jubilado,otros,eventual,favorable,josé roberto herrera vergara
Ejecutivo,bogota,bogotá,2005-08-06,2011.0,Banco de colombia,Jubilado,otros,otros,liquidación,josé roberto herrera vergara (giovanna flórez montealegre)
Ordinario,cali,sur,2014-10-01,2014.0,Bancolombia,Jubilado,indemnización,eventual,otros,luis fernando rojas arango 
Ordinario,bogota,bogotá,2013-10-22,2013.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Ordinario,bogota,bogotá,2014-07-28,2014.0,Conavi,Jubilado,indemnización,eventual,contestada,juan pablo lópez moreno
Ordinario,zipaquira,bogotá,2015-08-13,2015.0,Bancolombia,Jubilado,indemnización,eventual,otros,giovanna flórez montealegre
Ordinario,bogota,bogotá,2014-03-12,2014.0,Bancolombia,Jubilado,indemnización,eventual,otros,juan pablo lópez moreno
Ordinario,pasto,sur,2015-02-10,2015.0,Bancolombia,Jubilado,otros,otros,liquidación,julio javier leyton portilla
Ordinario,monteria,caribe,2014-09-19,2014.0,Bancolombia,Jubilado,indemnización,otros,pendiente,carlos valega puello
Ordinario,neiva,centro,2013-09-06,2013.0,Banco de colombia,Jubilado,otros,otros,otros,orlando erickson rivera ramírez
Especial,buenaventura,sur,2016-07-19,2016.0,Bancolombia,Empleado,fuero sindical,otros,otros,luis felipe arana madriñán (josé roberto herrera v.)
Ordinario,bogota,bogotá,2002-07-19,2002.0,Banco de colombia,Jubilado,reintegro,otros,otros,josé roberto herrera vergara
Especial,bogota,bogotá,2015-04-07,2015.0,Bancolombia,Empleado,fuero sindical,eventual,pendiente,josé roberto herrera vergara
Ordinario,medellin,antioquia,2013-12-11,2013.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,popayan,sur,2016-11-01,2016.0,Bancolombia,Jubilado,reintegro,otros,otros,luis fernando rojas arango 
Ordinario,bogota,bogotá,2014-07-31,2014.0,Banco de colombia,Jubilado,otros,eventual,otros,josé roberto herrera vergara
Especial,bucaramanga,centro,2015-06-23,2015.0,Bancolombia,Empleado,fuero sindical,eventual,pendiente,reynaldo amaya mantilla
Ordinario,medellin,antioquia,2015-11-26,2015.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,bogota,bogotá,2015-11-11,2015.0,Banco de colombia,Jubilado,otros,otros,pendiente,juan pablo lópez moreno
Ordinario,bogota,bogotá,2015-11-11,2015.0,Bancolombia,Jubilado,indemnización,otros,otros,jose roberto herrera vergara
Ordinario,medellin,antioquia,2016-05-10,2016.0,Bancolombia,Jubilado,reintegro,eventual,terminado,maría isabel cardona montoya
Ordinario,medellin,antioquia,2015-10-07,2015.0,Bancolombia,Jubilado,otros,eventual,contestada,maría isabel cardona montoya
Ordinario,medellin,antioquia,2013-09-26,2013.0,Otros,Otros,salario,eventual,contestada,juan felipe molina alvarez
Ordinario,medellin,antioquia,2014-08-11,2014.0,Conavi,Jubilado,otros,eventual,contestada,juan felipe molina alvarez
Ordinario,bogota,bogotá,2007-01-01,2007.0,Bancolombia,Jubilado,indemnización,eventual,liquidación,josé roberto herrera vergara
Ordinario,medellin,antioquia,2016-02-15,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,juan felipe molina alvarez
Ordinario,armenia,sur,2016-04-29,2016.0,Bancolombia,Jubilado,indemnización,otros,otros,luis fernando rojas arango 
Ordinario,medellin,antioquia,2013-07-23,2014.0,Conavi,Jubilado,indemnización,otros,contestada,juan felipe molina alvarez
Ordinario,monteria,caribe,2014-10-29,2014.0,Bancolombia,Jubilado,indemnización,otros,pendiente,carlos valega puello
Especial,barranquilla,caribe,2015-04-12,2015.0,Bancolombia,Jubilado,reintegro,otros,otros,beatriz vélez vengoechea
Ordinario,manizales,sur,2009-05-06,2009.0,Bic,Jubilado,otros,otros,contestada,maría clara buitrago arango (josé roberto herrera v.)
Ordinario,bogota,bogotá,2008-04-18,2008.0,Banco de colombia,Jubilado,otros,eventual,contestada,josé roberto herrera vergara
Ordinario,medellin,antioquia,2017-03-15,2017.0,Bancolombia,Jubilado,reintegro,eventual,contestada,juan fernando arbelaez villada
Ordinario,bogota,bogotá,2010-06-29,2010.0,Banco de colombia,Jubilado,otros,eventual,otros,josé roberto herrera vergara
Ordinario,guamo,centro,2013-06-21,2013.0,Banco de colombia,Otros,otros,otros,contestada,raúl humberto monroy gallego
Ordinario,ibague,centro,2014-07-18,2014.0,Bancolombia,Jubilado,otros,otros,contestada,yiminson rojas jiménez
Ordinario,cartagena,caribe,2016-06-07,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,charles chapman (chapman & asociados)
Ordinario,apartadó,antioquia,2015-08-14,2015.0,Bancolombia,Jubilado,otros,eventual,contestada,humberto jairo jaramillo v.
Ordinario,barranquilla,caribe,2001-11-01,2001.0,Banco de colombia,Jubilado,reintegro,eventual,segunda instancia,beatriz vélez vengoechea (josé roberto herrera v.)
Ordinario,bogota,bogotá,2015-10-22,2015.0,Bancolombia,Jubilado,otros,otros,radica contestacion,josé roberto herrera vergara
Ordinario,medellin,antioquia,2016-10-20,2016.0,Bancolombia,Jubilado,indemnización,eventual,contestada,maría isabel cardona montoya
Ordinario,bogota,bogotá,2009-02-15,2009.0,Banco de colombia,Jubilado,indemnización,eventual,otros,josé roberto herrera vergara
